Subject,Date,Body,filepath
CISA and International Partner NCSC-NO Release Joint Cybersecurity Advisory on Threat Actors Exploiting Ivanti EPMM Vulnerabilities,"Tue, 01 Aug 2023 17:26:39 +0000","    CISA and International Partner NCSC-NO Release Joint Cybersecurity Advisory on Threat Actors Exploiting Ivanti EPMM VulnerabilitiesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA and International Partner NCSC-NO Release Joint Cybersecurity Advisory on Threat Actors Exploiting Ivanti EPMM Vulnerabilities 08/01/2023  01:00 PM EDTThe Cybersecurity and Infrastructure Security Agency (CISA) and the Norwegian National Cyber Security Centre (NCSC-NO) have released a joint Cybersecurity Advisory (CSA), Threat Actors Exploiting Ivanti EPMM Vulnerabilities, in response to the active exploitation of  CVE-2023-35078  and  CVE-2023-35081  affecting Ivanti Endpoint Manager Mobile (EPMM) (formerly known as MobileIron Core). Threat actors can chain these vulnerabilities to gain initial, privileged access to EPMM systems and execute uploaded files, such as webshells. In July 2023, NCSC-NO became aware of advanced persistent threat (APT) actors exploiting a zero-day vulnerability in Ivanti EPMM, formerly known as MobileIron Core, to target a Norwegian government network. CISA and NCSC-NO are concerned about the potential for widespread exploitation of both vulnerabilities in government and private sector networks because threat actors, including APT actors, have previously exploited a MobileIron vulnerability.  Ivanti released a patch for  CVE-2023-35078  on July 23, 2023. Ivanti later determined actors could use  CVE-2023-35078  in conjunction with another vulnerability,  CVE-2023-35081 , and released a patch for the second vulnerability on July 28, 2023.   CISA and NCSC-NO recommend administrators use the CISA developed nuclei templates to determine if their system has these vulnerabilities and use the NCSC-NO developed checklist to identify signs of compromise. All organizations are urged to review Threat Actors Exploiting Ivanti EPMM Vulnerabilities and implement its recommended actions and mitigations.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_and_International_Partner_NCSC_NO_Release_Joint_Cybersecurity_Advisory_on_Threat_Actors_Exploiting_Ivanti_EPMM_Vulnerabilities/index.html
"Vulnerability Summary for the Week of July 24, 2023","Tue, 01 Aug 2023 12:34:23 +0000","    Vulnerability Summary for the Week of July 24, 2023You are subscribed to Vulnerability Bulletins for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Vulnerability Summary for the Week of July 24, 202308/1/2023 08:00 AM EDTThe CISA Vulnerability Bulletin provides a summary of new vulnerabilities that have been recorded by the National Institute of Standards and Technology (NIST) National Vulnerability Database (NVD) in the past week. NVD is sponsored by CISA. In some cases, the vulnerabilities in the bulletin may not yet have assigned CVSS scores. Please visit NVD for updated vulnerability entries, which include CVSS scores once they are available.Vulnerabilities are based on the Common Vulnerabilities and Exposures (CVE) vulnerability naming standard and are organized according to severity, determined by the Common Vulnerability Scoring System (CVSS) standard. The division of high, medium, and low severities correspond to the following scores:High: vulnerabilities with a CVSS base score of 7.0–10.0Medium: vulnerabilities with a CVSS base score of 4.0–6.9Low: vulnerabilities with a CVSS base score of 0.0–3.9Entries may include additional information provided by organizations and efforts sponsored by CISA. This information may include identifying information, values, definitions, and related links. Patch information is provided when available. Please note that some of the information in the bulletin is compiled from external, open-source reports and is not a direct result of CISA analysis.  High VulnerabilitiesPrimaryVendor -- ProductDescriptionPublishedCVSS ScoreSource & Patch Infobiltay_technology -- scienta Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Biltay Technology Scienta allows SQL Injection.This issue affects Scienta: before 20230630.1953.2023-07-259.8 CVE-2023-3046 MISCinfodrom_software -- e-invoice_approval_system Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Infodrom Software E-Invoice Approval System allows SQL Injection.This issue affects E-Invoice Approval System: before v.20230701.2023-07-259.8 CVE-2023-35066 MISChouse_rental_and_property_listing_php_project -- house_rental_and_property_listing_phpA vulnerability, which was classified as critical, was found in SourceCodester House Rental and Property Listing System 1.0. Affected is an unknown function of the file btn_functions.php. The manipulation leads to unrestricted upload. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-235074 is the identifier assigned to this vulnerability.2023-07-219.8 CVE-2023-3806 MISCMISCMISChospital_management_system_project -- hospital_management_systemA vulnerability was found in Hospital Management System 1.0. It has been classified as critical. This affects an unknown part of the file patient.php. The manipulation of the argument address leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-235077 was assigned to this vulnerability.2023-07-219.8 CVE-2023-3809 MISCMISCMISChospital_management_system_project -- hospital_management_systemA vulnerability was found in Hospital Management System 1.0. It has been declared as critical. This vulnerability affects unknown code of the file patientappointment.php. The manipulation of the argument loginid/password/mobileno/appointmentdate/appointmenttime/patiente/dob/doct/city leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-235078 is the identifier assigned to this vulnerability.2023-07-219.8 CVE-2023-3810 MISCMISCMISChospital_management_system_project -- hospital_management_systemA vulnerability was found in Hospital Management System 1.0. It has been rated as critical. This issue affects some unknown processing of the file patientprofile.php. The manipulation of the argument address leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-235079.2023-07-219.8 CVE-2023-3811 MISCMISCMISCibos -- ibosA vulnerability has been found in IBOS OA 4.5.5 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /?r=recruit/resume/edit&op=status of the component Interview Handler. The manipulation of the argument resumeid leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-235147. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.2023-07-22",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Vulnerability_Summary_for_the_Week_of_July_24__2023/index.html
CISA Adds One Known Exploited Vulnerability to Catalog,"Mon, 31 Jul 2023 16:19:24 +0000","    CISA Adds One Known Exploited Vulnerability to CatalogYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated and is now available.CISA Adds One Known Exploited Vulnerability to Catalog 07/31/2023  12:10 PM EDTCISA has added one new vulnerability to its Known Exploited Vulnerabilities Catalog, based on evidence of active exploitation. CVE-2023-35801  Ivanti Endpoint Manager Mobile (EPMM) Path Traversal Vulnerability These types of vulnerabilities are frequent attack vectors for malicious cyber actors and pose significant risks to the federal enterprise. Note: To view other newly added vulnerabilities in the catalog, click on the arrow in the ""Date Added to Catalog"" column—which will sort by descending dates.Binding Operational Directive (BOD) 22-01: Reducing the Significant Risk of Known Exploited Vulnerabilities established the Known Exploited Vulnerabilities Catalog as a living list of known Common Vulnerabilities and Exposures (CVEs) that carry significant risk to the federal enterprise. BOD 22-01 requires Federal Civilian Executive Branch (FCEB) agencies to remediate identified vulnerabilities by the due date to protect FCEB networks against active threats. See the BOD 22-01 Fact Sheet for more information.Although BOD 22-01 only applies to FCEB agencies, CISA strongly urges all organizations to reduce their exposure to cyberattacks by prioritizing timely remediation of Catalog vulnerabilities as part of their vulnerability management practice. CISA will continue to add vulnerabilities to the catalog that meet the specified criteria.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Adds_One_Known_Exploited_Vulnerability_to_Catalog_2/index.html
CISA Releases Malware Analysis Reports on Barracuda Backdoors,"Fri, 28 Jul 2023 19:55:13 +0000","    CISA Releases Malware Analysis Reports on Barracuda BackdoorsYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Releases Malware Analysis Reports on Barracuda Backdoors 07/28/2023  08:00 AM EDTCISA has published three malware analysis reports on malware variants associated with exploitation of  CVE-2023-2868 .  CVE-2023-2868  is a remote command injection vulnerability affecting Barracuda Email Security Gateway (ESG) Appliance, versions 5.1.3.001-9.2.0.006. It was exploited as a zero day as early as October 2022 to gain access to ESG appliances. According to industry reporting, the actors exploited the vulnerability to gain initial access to victim systems and then implanted backdoors to establish and maintain persistence.CISA analyzed backdoor malware variants obtained from an organization that had been compromised by threat actors exploiting the vulnerability.Barracuda Exploit Payload and Backdoor – The payload exploits  CVE-2023-2868 , leading to dropping and execution of a reverse shell backdoor on ESG appliance. The reverse shell establishes communication with the threat actor’s command and control (C2) server, from where it downloads the SEASPY backdoor to the ESG appliance. The actors delivered the payload to the victim via a phishing email with a malicious attachment.SEASPY – SEASPY is a persistent and passive backdoor that masquerades as a legitimate Barracuda service. SEASPY monitors traffic from the actor’s C2 server. When the right packet sequence is captured, it establishes a Transmission Control Protocol (TCP) reverse shell to the C2 server. The shell allows the threat actors to execute arbitrary commands on the ESG appliance.SUBMARINE – SUBMARINE is a novel persistent backdoor executed with root privileges that lives in a Structured Query Language (SQL) database on the ESG appliance. SUBMARINE comprises multiple artifacts—including a SQL trigger, shell scripts, and a loaded library for a Linux daemon—that together enable execution with root privileges, persistence, command and control, and cleanup. CISA also analyzed artifacts related to SUBMARINE that contained the contents of the compromised SQL database. This malware poses a severe threat for lateral movement.For more information, including indicators of compromise and YARA rules for detection, on the exploit payload, SEASPY, and SUBMARINE backdoor, see the following Malware Analysis Reports:Exploit Payload Backdoor MAR-10454006-r3.v1.CLEARSEASPY Backdoor MAR-10454006-r2.v1.CLEARSUBMARINE Backdoor MAR-10454006-r1.v2.CLEARFor more information on  CVE-2023-2868  see, Barracuda’s page Barracuda Email Security Gateway Appliance (ESG) Vulnerability and Mandiant’s blogpost Barracuda ESG Zero-Day Vulnerability ( CVE-2023-2868 ) Exploited Globally by Aggressive and Skilled Actor.To report suspicious or criminal activity related to information found in these malware analysis reports, contact CISA’s 24/7 Operations Center at Report@cisa.gov or (888) 282-0870.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Releases_Malware_Analysis_Reports_on_Barracuda_Backdoors_6/index.html
Ivanti Releases Security Updates for EPMM to address CVE-2023-35081,"Fri, 28 Jul 2023 18:46:53 +0000","    Ivanti Releases Security Updates for EPMM to address  CVE-2023-35081 You are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Ivanti Releases Security Updates for EPMM to address  CVE-2023-3508107 /28/2023 08:00 AM EDTIvanti has identified and released patches for a directory traversal vulnerability ( CVE-2023-35081 , CWE-22) in Ivanti Endpoint Manager Mobile (EPMM). This vulnerability allows an attacker with EPMM administrator privileges to write arbitrary files with the operating system privileges of the EPMM web application server. The attacker could then execute the uploaded file, for example, a web shell. To gain EPMM administrator privileges, the attacker could exploit  CVE-2023-35078  on an unpatched system.Ivanti reports active exploitation of both  CVE-2023-35081  and  CVE-2023-35078 . This vulnerability affects supported EPMM versions 11.10, 11.9, and 11.8. Older, unsupported versions are also affected. CISA urges users and organizations to patch both  CVE-2023-35081  and  CVE-2023-35078 . Patches for  CVE-2023-35081  also include patches for  CVE-2023-35078  (refer to our prior alert.)",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Ivanti_Releases_Security_Updates_for_EPMM_to_address_CVE_2023_35081/index.html
CISA Adds One Known Exploited Vulnerability to Catalog,"Wed, 26 Jul 2023 21:04:46 +0000","    CISA Adds One Known Exploited Vulnerability to CatalogYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated and is now available.CISA Adds One Known Exploited Vulnerability to Catalog 07/26/2023  05:00 PM EDTCISA has added one new vulnerability to its Known Exploited Vulnerabilities Catalog, based on evidence of active exploitation. CVE-2023-38606  Apple Multiple Products Kernel Unspecified VulnerabilityThese types of vulnerabilities are frequent attack vectors for malicious cyber actors and pose significant risks to the federal enterprise. Note: To view other newly added vulnerabilities in the catalog, click on the arrow in the ""Date Added to Catalog"" column—which will sort by descending dates.Binding Operational Directive (BOD) 22-01: Reducing the Significant Risk of Known Exploited Vulnerabilities established the Known Exploited Vulnerabilities Catalog as a living list of known Common Vulnerabilities and Exposures (CVEs) that carry significant risk to the federal enterprise. BOD 22-01 requires Federal Civilian Executive Branch (FCEB) agencies to remediate identified vulnerabilities by the due date to protect FCEB networks against active threats. See the BOD 22-01 Fact Sheet for more information.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Adds_One_Known_Exploited_Vulnerability_to_Catalog_3/index.html
CISA Adds One Known Exploited Vulnerability to Catalog,"Wed, 26 Jul 2023 17:35:46 +0000","    CISA Adds One Known Exploited Vulnerability to CatalogYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Adds One Known Exploited Vulnerability to Catalog 07/26/2023  01:30 PM EDTCISA has added one new vulnerability to its Known Exploited Vulnerabilities Catalog, based on evidence of active exploitation. CVE-2023-37580  Zimbra Collaboration (ZCS) Cross-Site Scripting (XSS) VulnerabilityThese types of vulnerabilities are frequent attack vectors for malicious cyber actors and pose significant risks to the federal enterprise. Note: To view other newly added vulnerabilities in the catalog, click on the arrow in the ""Date Added to Catalog"" column—which will sort by descending dates.Binding Operational Directive (BOD) 22-01: Reducing the Significant Risk of Known Exploited Vulnerabilities established the Known Exploited Vulnerabilities Catalog as a living list of known Common Vulnerabilities and Exposures (CVEs) that carry significant risk to the federal enterprise. BOD 22-01 requires Federal Civilian Executive Branch (FCEB) agencies to remediate identified vulnerabilities by the due date to protect FCEB networks against active threats. See the BOD 22-01 Fact Sheet for more information.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Adds_One_Known_Exploited_Vulnerability_to_Catalog_4/index.html
"Vulnerability Summary for the Week of July 17, 2023","Tue, 25 Jul 2023 20:08:31 +0000","    Vulnerability Summary for the Week of July 17, 2023You are subscribed to Vulnerability Bulletins for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Vulnerability Summary for the Week of July 17, 2023 07/24/2023  03:00 PM EDT High VulnerabilitiesPrimaryVendor -- ProductDescriptionPublishedCVSS ScoreSource & Patch Infooliva_expertise -- oliva_expertise_eks Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Oliva Expertise Oliva Expertise EKS allows SQL Injection.This issue affects Oliva Expertise EKS: before 1.2.2023-07-179.8 CVE-2023-2963 MISCdigital_strategy -- zekiweb Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Digital Strategy Zekiweb allows SQL Injection.This issue affects Zekiweb: before 2.2023-07-179.8 CVE-2023-3376 MISCasus -- rt-ax56u_v2/rt-ac86u It is identified a format string vulnerability in ASUS RT-AX56U V2 & RT-AC86U. This vulnerability is caused by directly using input as a format string when calling syslog in logmessage_normal function, in the do_detwan_cgi module of httpd. An unauthenticated remote attacker without privilege can exploit this vulnerability to perform remote arbitrary code execution, arbitrary system operation or disrupt service. This issue affects RT-AX56U V2: 3.0.0.4.386_50460; RT-AC86U: 3.0.0.4_386_51529.2023-07-219.8 CVE-2023-35086 MISCasus -- rt-ax56u_v2/rt-ac86u It is identified a format string vulnerability in ASUS RT-AX56U V2 & RT-AC86U. This vulnerability is caused by lacking validation for a specific value when calling cm_processChangedConfigMsg in ccm_processREQ_CHANGED_CONFIG function in AiMesh system. An unauthenticated remote attacker can exploit this vulnerability without privilege to perform remote arbitrary code execution, arbitrary system operation or disrupt service. This issue affects RT-AX56U V2: 3.0.0.4.386_50460; RT-AC86U: 3.0.0.4_386_51529.2023-07-219.8 CVE-2023-35087 MISCcitrix -- netscaler_application_delivery_controllerUnauthenticated remote code execution2023-07-199.8 CVE-2023-3519 MISCinfodoc -- document_on-line_submission_and_approval_system It is identified a vulnerability of Unrestricted Upload of File with Dangerous Type in the file uploading function in InfoDoc Document On-line Submission and Approval System, which allows an unauthenticated remote attacker can exploit this vulnerability without logging system to upload and run arbitrary executable files to perform arbitrary system commands or disrupt service. This issue affects Document On-line Submission and Approval System: 22547, 22567.2023-07-209.8 CVE-2023-37289 MISChgiga -- isherlock_4.5 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability in HGiga iSherlock 4.5 (iSherlock-user modules), HGiga iSherlock 5.5 (iSherlock-user modules) allows OS Command Injection.This issue affects iSherlock 4.5: before iSherlock-user-4.5-174; iSherlock 5.5: before iSherlock-user-5.5-174.2023-07-219.8 CVE-2023-37292 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408), FH1202_V1.2.0.19_EN were discovered to contain a stack overflow in the page parameter in the function fromRouteStatic.2023-07-149.8 CVE-2023-37714 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408), FH1202_V1.2.0.19_EN were discovered to contain a stack overflow in the page parameter in the function frmL7ProtForm.2023-07-149.8 CVE-2023-37715 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408) and FH1202_V1.2.0.19_EN, AC10 V1.0, AC1206 V1.0, AC7 V1.0, AC5 V1.0, and AC9 V3.0 were discovered to contain a stack overflow in the page parameter in the function fromNatStaticSetting.2023-07-149.8 CVE-2023-37716 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408) and FH1202_V1.2.0.19_EN, AC10 V1.0, AC1206 V1.0, AC7 V1.0, AC5 V1.0, and AC9 V3.0 were discovered to contain a stack overflow in the page parameter in the function fromDhcpListClient.2023-07-149.8 CVE-2023-37717 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408), FH1202_V1.2.0.19_EN were discovered to contain a stack overflow in the page parameter in the function fromSafeClientFilter.2023-07-149.8 CVE-2023-37718 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408), FH1202_V1.2.0.19_EN were discovered to contain a stack overflow in the page parameter in the function fromP2pListFilter.2023-07-149.8 CVE-2023-37719 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408), FH1202_V1.2.0.19_EN were discovered to contain a stack overflow in the page parameter in the function fromSafeMacFilter.2023-07-149.8 CVE-2023-37721 MISCtenda -- f1202_firmwareTenda F1202 V1.0BR_V1.2.0.20(408), FH1202_V1.2.0.19_EN were discovered to contain a stack overflow in the page par",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Vulnerability_Summary_for_the_Week_of_July_17__2023/index.html
CISA Adds One Known Exploited Vulnerability to Catalog,"Tue, 25 Jul 2023 19:34:20 +0000","    CISA Adds One Known Exploited Vulnerability to CatalogYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Adds One Known Exploited Vulnerability to Catalog 07/25/2023  03:00 PM EDTCISA has added one new vulnerability to its Known Exploited Vulnerabilities Catalog, based on evidence of active exploitation. CVE-2023-35078  Ivanti Endpoint Manager Mobile Authentication Bypass VulnerabilityThese types of vulnerabilities are frequent attack vectors for malicious cyber actors and pose significant risks to the federal enterprise. Note: To view other newly added vulnerabilities in the catalog, click on the arrow in the ""Date Added to Catalog"" column—which will sort by descending dates.Binding Operational Directive (BOD) 22-01: Reducing the Significant Risk of Known Exploited Vulnerabilities established the Known Exploited Vulnerabilities Catalog as a living list of known Common Vulnerabilities and Exposures (CVEs) that carry significant risk to the federal enterprise. BOD 22-01 requires Federal Civilian Executive Branch (FCEB) agencies to remediate identified vulnerabilities by the due date to protect FCEB networks against active threats. See the BOD 22-01 Fact Sheet for more information.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Adds_One_Known_Exploited_Vulnerability_to_Catalog_5/index.html
Apple Releases Security Updates for Multiple Products,"Tue, 25 Jul 2023 15:13:49 +0000",    Apple Releases Security Updates for Multiple ProductsYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated and is now available.Apple Releases Security Updates for Multiple Products 07/25/2023  11:30 AM EDTApple has released security updates to address vulnerabilities in multiple products. An attacker could exploit some of these vulnerabilities to take control of an affected device.CISA encourages users and administrators to review the following advisories and apply the necessary updates.iOS 16.6 and iPadOS 16.6iOS 15.7.8 and iPadOS 15.7.8macOS Ventura 13.5macOS Monterey 12.6.8macOS Big Sur 11.7.9Safari 16.6tvOS 16.6watchOS 9.6,/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Apple_Releases_Security_Updates_for_Multiple_Products/index.html
